Address,Company Name,County,Credit Score Alpha,Employee_Change,Estimated Labor Cost,Google_Reviews,Google_Scores,Grocery_within_Zip,NAICS,target,Sales_Change,Sales_per_employee,Square Footage,Supermarket_within_5_miles,county_personal_income,county_population,Year
1942 Springfield Ave,Maple Chek,Essex,C+,0,70091.07877,32,4.1,26,44511003,1,0,243000,"1,500 - 2,499",23,67268.47273,799220.5636,2019
500 Mcbride Ave,Mcbride Convenience,Passaic,C+,0,79662.6647,1,3,48,44512001,1,0,208000,"1,500 - 2,499",19,51091.4,506323.1818,2019
80 Hobart St,Metal Supermarkets,Bergen,C+,0,108316.9431,23,4.5,79,44511003,1,0,252500,"1,500 - 2,499",23,85629.45455,942512.0545,2019
1143 Lawrence Rd,Mexico Lindo Mini-Market,Mercer,C+,0,112471.5628,28,4.6,38,44511003,1,0,234667,"1,500 - 2,499",10,69383.27273,370297.8364,2019
32 Broadway # 1,Mi Tierra Deli Grocery,Hudson,C+,0,97177.64201,34,4.6,200,44511003,1,0,230500,"1,500 - 2,499",39,65296.05455,685991.5091,2019
26 Bridge St,Milford Market,Hunterdon,B+,0,679588.4764,143,4.2,5,44511003,1,0,224667,"5,000 - 9,999",0,89151.38182,123816.5273,2019
300 Park Ave # 1,Mini Mart,Bergen,C+,0,54158.47157,6,4,18,44512001,1,0,253000,"1,500 - 2,499",28,85629.45455,942512.0545,2019
405 Danforth Ave,Mini Mart Food Store,Hudson,C+,0,97177.64201,5,3.4,166,44512001,1,0,230500,"1 - 1,499",21,65296.05455,685991.5091,2019
181 Main St,Monmouth Health Foods,Monmouth,B,0,343117.5309,12,5,17,44619106,1,0,122444,"1,500 - 2,499",10,79548.29091,621279.6364,2019
58 Main Ave,Narmada Indian Groceries,Passaic,B,0,119493.9971,646,4.1,11,44511003,1,0,207667,"1 - 1,499",27,51091.4,506323.1818,2019
515 Newark Ave # A,Newark Supermarket,Hudson,C+,0,97177.64201,18,4,200,44511003,1,0,230500,"1,500 - 2,499",39,65296.05455,685991.5091,2019
113 Mountain View Rd,Northeast Kettle KORN,Somerset,C+,0,99689.01995,1,5,24,44511003,1,0,229500,"1 - 1,499",3,104293.2182,333893.1455,2019
946 S 4th St,Nunec Brothers,Camden,B,0,163795.7979,133,4.4,45,44511003,1,0,221500,"1 - 1,499",31,54218.50909,505016.4182,2019
36 Delsea Dr N,One Stop Shop,Gloucester,C+,0,83017.30907,10,4,29,44512001,1,0,159000,"1 - 1,499",8,54928.12727,292277.1455,2019
33 N Park St,Park Deli Grocery,Essex,C+,0,70091.07877,26,3.7,72,44511003,1,0,243000,"1 - 1,499",18,67268.47273,799220.5636,2019
4345 US Highway 9 # 19,Penny Pantry,Monmouth,B,0,114372.5103,3,5,86,44512001,1,0,229000,"2,500 - 4,999",10,79548.29091,621279.6364,2019
308 S Broadway,Pitman Convenience Store,Gloucester,C,0,41508.65453,21,4.7,7,44512001,1,0,159000,"1 - 1,499",7,54928.12727,292277.1455,2019
305 Willow Ave # A,Prime Time Convenience,Hudson,C+,0,97177.64201,2,4,65,44512001,1,0,230500,"1 - 1,499",54,65296.05455,685991.5091,2019
352 Grand St # 1,Pueblo Grocery,Passaic,C,0,39831.33235,12,4.1,37,44511003,1,0,208000,"1 - 1,499",18,51091.4,506323.1818,2019
1401 New York Ave,Quezada Grocery,Hudson,C+,0,48588.82101,4,4.5,210,44511003,1,0,231000,"1 - 1,499",55,65296.05455,685991.5091,2019
1023 Erial Rd,Quick Food Mart,Camden,C,0,40948.94948,4,4.3,54,44512001,1,0,222000,"1 - 1,499",16,54218.50909,505016.4182,2019
48 Patterson St,Quick Shop,Bergen,C+,0,108316.9431,6,3.8,13,44512001,1,0,252500,"1 - 1,499",14,85629.45455,942512.0545,2019
224 S Orange Ave,Rodriguez Family Grocery LLC,Essex,B,0,105136.6182,9,4.4,119,44511003,1,0,242667,"1 - 1,499",15,67268.47273,799220.5636,2019
495 Avenel St,Sandwich Time,Middlesex,C,0,122921.0121,158,4.4,26,72251117,1,0,59667,"1 - 1,499",21,61266.49091,835785.1818,2019
374 Pacific Ave,Santa Ana Grocery,Hudson,C+,0,145766.463,16,3.9,118,44511003,1,0,230667,"1,500 - 2,499",32,65296.05455,685991.5091,2019
175 S Newman St,Seas Star Food USA Inc,Bergen,C+,0,108316.9431,2,3,79,44511003,1,0,252500,"1 - 1,499",23,85629.45455,942512.0545,2019
3029 State Route 27 # 5,Shaan Halal Meat Market,Somerset,C+,0,99689.01995,111,3.7,13,44511003,1,0,229500,"1,500 - 2,499",0,104293.2182,333893.1455,2019
52 Madison St,Shorty's Poultry Market,Essex,C+,0,70091.07877,42,4.6,106,44511003,1,0,243000,"1 - 1,499",19,67268.47273,799220.5636,2019
100 W 15th St # 1,Shreeji Convenience,Union,C+,0,73712.72353,2,5,94,44512001,1,0,240500,"1,500 - 2,499",28,68219,562057.7636,2019
227 Sip Ave,Sip Avenue Grocery,Hudson,C+,1,97177.64201,5,5,200,44511003,1,0,230500,"1 - 1,499",39,65296.05455,685991.5091,2019
203 E Hanover Ave,Spartan Auto Svc Inc,Morris,C+,0,104194.4848,5,3.8,45,44719005,1,0,1259000,"1 - 1,499",11,99047.49091,495913.1091,2019
123 S White Horse Pike,Speedy Mart,Camden,B,0,163795.7979,11,4.3,25,44512001,1,0,221500,"1,500 - 2,499",6,54218.50909,505016.4182,2019
182 Ridgedale Ave # 6,Speedy Mart,Morris,C,0,104194.4848,7,4.3,13,44512001,1,0,264500,"2,500 - 4,999",16,99047.49091,495913.1091,2019
1682 Springfield Ave,Springfield Avenue Deli,Union,C+,0,73712.72353,17,4.5,7,44511003,0,0,240500,"1 - 1,499",14,68219,562057.7636,2019
124 Case Dr,Sukhadia's India Cafe,Middlesex,B,0,409736.707,32,2.8,49,72251117,1,0,59600,"2,500 - 4,999",24,61266.49091,835785.1818,2019
1210 Main St,Super Savers Markets,Monmouth,C+,0,114372.5103,42,4.6,35,44511003,1,0,229000,"1,500 - 2,499",12,79548.29091,621279.6364,2019
52 Cianci St,Tana's Food Market,Passaic,C+,0,79662.6647,52,4.4,180,44511003,1,0,208000,"1 - 1,499",20,51091.4,506323.1818,2019
530 Valley St # A,Tara's Deli,Essex,B,0,105136.6182,70,4.2,26,44511003,1,0,242667,"1 - 1,499",23,67268.47273,799220.5636,2019
80 1st Ave # E,TNC Mini Mart,Monmouth,C+,0,76248.34021,3,4.3,9,44512001,1,0,229000,"1,500 - 2,499",7,79548.29091,621279.6364,2019
960 Spruce St,Trenton Farmer's Market,Mercer,B,0,149962.0838,321,4.6,38,72251301,1,0,60250,"1 - 1,499",10,69383.27273,370297.8364,2019
3366 US Highway 9,Tropical Hut Catering,Middlesex,B+,0,245842.0242,82,4.4,41,44511003,1,0,229000,"1,500 - 2,499",9,61266.49091,835785.1818,2019
300 Gordons Corner Rd,Uncle Gino's Marketplace,Monmouth,B+,0,762483.4021,52,4.7,45,44511003,0,0,229000,"40,000 - 99,999",11,79548.29091,621279.6364,2019
59 Park Ave,Wanda Supermarket,Essex,C+,0,70091.07877,30,4.5,72,44511003,1,0,243000,"1,500 - 2,499",18,67268.47273,799220.5636,2019
1500 Main St,Welsh Farms,Monmouth,B+,0,304993.3608,29,4.1,60,44511003,1,0,229000,"2,500 - 4,999",9,79548.29091,621279.6364,2019
1330 Main Ave,Welsh Farms,Passaic,C+,0,79662.6647,15,2.3,77,44512001,1,0,208000,"1,500 - 2,499",29,51091.4,506323.1818,2019
110 E Front St,Welsh Farms,Monmouth,C+,0,76248.34021,8,4.3,47,44719005,1,0,1105000,"1 - 1,499",12,79548.29091,621279.6364,2019
1500 Main St,Welsh Farms,Monmouth,B+,0,304993.3608,29,4.1,60,44511003,1,0,229000,"2,500 - 4,999",9,79548.29091,621279.6364,2019
110 E Front St,Welsh Farms,Monmouth,C+,0,76248.34021,8,4.3,47,44719005,1,0,1105000,"1 - 1,499",12,79548.29091,621279.6364,2019
761 Ocean Ave,Big Savings Supermarket,Hudson,C+,0,97177.64201,8,5,118,44511003,0,0,230500,"1,500 - 2,499",32,65296.05455,685991.5091,2019
213 Slater St # A,Nunez Grocery,Passaic,C+,0,79662.6647,13,3.8,180,44511003,1,0,208000,"1 - 1,499",20,51091.4,506323.1818,2019
6101 Newkirk Ave,61st Street Deli,Hudson,C+,0,97177.64201,98,4.2,99,72251117,1,0,54500,"1 - 1,499",55,65296.05455,685991.5091,2019
295 E Railway Ave,786 Food Market,Passaic,B+,0,597469.9853,12,4.3,65,44511003,1,0,207600,"5,000 - 9,999",24,51091.4,506323.1818,2019
2005 State Route 35 # 11,American Way Food Store,Monmouth,B,0,114372.5103,15,2.9,11,44512001,1,0,229000,"2,500 - 4,999",9,79548.29091,621279.6364,2019
900 Paterson Plank Rd,Anabellas House Mozz,Bergen,C,0,108316.9431,564,4.3,23,44511003,1,0,252500,"1,500 - 2,499",28,85629.45455,942512.0545,2019
68 Oceanport Ave,Angelo's Italian Market Inc,Monmouth,C+,0,114372.5103,65,4.9,7,44511003,1,0,229000,"1 - 1,499",11,79548.29091,621279.6364,2019
106 Allen Rd # 401,Arla Foods Inc USA,Somerset,B+,0,747667.6496,3,5,14,33999936,1,0,191667,"40,000 - 99,999",4,104293.2182,333893.1455,2019
81 James St,Bodeguita Deli LLC,Essex,C+,0,70091.07877,18,4.9,78,44512001,1,0,243000,"1,500 - 2,499",25,67268.47273,799220.5636,2019
173 Bloomfield Ave,C Cavallo's Market,Essex,C+,0,70091.07877,113,4.4,24,44511003,0,0,243000,"1 - 1,499",26,67268.47273,799220.5636,2019
701 Marshall St,Casablanca Supermarket,Union,B+,0,294850.8941,484,4.4,122,44511003,1,0,240125,"1,500 - 2,499",25,68219,562057.7636,2019
11 Franklin St,Chateau Of Spain Restaurant,Essex,B+,0,385500.9333,1401,4.4,74,72251117,1,0,59545,"2,500 - 4,999",17,67268.47273,799220.5636,2019
100 Kings Way E # D6,Corner Stone,Gloucester,B+,0,498103.8544,240,4.9,36,62111107,1,0,223250,"20,000 - 39,999",9,54928.12727,292277.1455,2019
1102 Elizabeth Ave,Eagle Supermarket,Union,A,0,1031978.129,331,4,122,44511003,1,0,240071,"20,000 - 39,999",25,68219,562057.7636,2019
769 Avenue A,East Coast Catering & Cafe,Hudson,B+,0,388710.568,23,4.2,106,44512001,1,0,230500,"1,500 - 2,499",18,65296.05455,685991.5091,2019
4000 Route 130 # 12,Efe's Halal Food Market,Burlington,C+,0,95492.08903,74,4.4,36,44511003,1,0,236500,"2,500 - 4,999",23,62081.52727,445855.6545,2019
830 Broadway,El Agila Dorada,Hudson,B,0,485888.2101,699,4.5,106,72251117,1,0,54200,"2,500 - 4,999",18,65296.05455,685991.5091,2019
782 Emerson St,El Pueblito Market,Camden,C+,0,81897.89896,92,4,54,44512001,1,0.543554007,221500,"1,500 - 2,499",16,54218.50909,505016.4182,2019
225 Monroe St # 1,El Tepeyac Grocery,Passaic,C+,0,79662.6647,17,4.3,250,44511003,1,0,208000,"1 - 1,499",29,51091.4,506323.1818,2019
618 Cedar Ln,Eli Auto Svc Ctr,Bergen,B+,0,162475.4147,44,4.4,33,81111104,1,0,193000,"1 - 1,499",23,85629.45455,942512.0545,2019
466 Broadway,Esperanza Pueblo Grocery,Passaic,C,0,39831.33235,4,4.3,59,44511003,0,0,208000,"1 - 1,499",21,51091.4,506323.1818,2019
30 Paterson St,Express Mart Smoke Shop,Middlesex,C+,0,81947.3414,72,3.4,93,44511003,1,0,229000,"1,500 - 2,499",20,61266.49091,835785.1818,2019
563 Central Ave,Extra Supermarket,Essex,A,0,806047.4059,879,3.8,92,44511003,1,0,242652,"10,000 - 19,999",15,67268.47273,799220.5636,2019
132 E Red Bank Ave,Fat Louie's,Gloucester,B,0,332069.2363,255,3.9,55,72251117,1,0,60250,"1,500 - 2,499",17,54928.12727,292277.1455,2019
151 Columbia Tpke,Florham Park Exxon,Morris,C+,0,156291.7271,44,3.6,13,44719005,1,0,1259000,"1 - 1,499",16,99047.49091,495913.1091,2019
Deal Rd & State Hwy No 35,Food Circus Super Markets Inc,Monmouth,C,0,114372.5103,15,4.5,11,44511003,1,0,229000,"1,500 - 2,499",9,79548.29091,621279.6364,2019
1215 Bayshore Rd,Gaiss Market,Cape May,B+,0,410512.1631,185,4.7,6,44511003,1,0,408167,"2,500 - 4,999",5,61476.94545,92193.6,2019
787 New Jersey 34,Ginkaku Japanese Bistro,Monmouth,U,0,190620.8505,85,4.6,46,72251117,1,0,56800,"1 - 1,499",12,79548.29091,621279.6364,2019
787 New Jersey 34,Ginkaku Japanese Bistro,Monmouth,U,0,190620.8505,85,4.6,46,72251117,1,0,56800,"1 - 1,499",12,79548.29091,621279.6364,2019
368 Paterson Plank Rd,Globe Packaging Co,Bergen,A,0,541584.7157,2,3,19,31161206,1,0,738600,"5,000 - 9,999",29,85629.45455,942512.0545,2019
584 Cedar Swamp Rd,Glory's Deli & Grocery,Ocean,A,0,926594.8105,119,4.4,51,44521006,1,0,178304,"10,000 - 19,999",6,52010.14545,600689.8727,2019
125 Presidential Blvd # 1,Gonzalez Mini Market,Passaic,C,0,79662.6647,14,4.6,59,44511003,1,0,208000,"1,500 - 2,499",18,51091.4,506323.1818,2019
20 1st Ave # 3,Grassroots Natural Market,Morris,B+,0,1302431.06,74,4.6,20,44619103,1,0,110240,"20,000 - 39,999",13,99047.49091,495913.1091,2019
1297 Centennial Ave # 4,Green Acres Health Food Store,Middlesex,B+,0,327789.3656,44,4.6,41,44511003,1,0,229000,"5,000 - 9,999",17,61266.49091,835785.1818,2019
458a County Road 519,Greenwich Deli LLC,Warren,C,0,33426.38316,30,4.7,4,44512001,1,0,235000,"1,500 - 2,499",3,55860.87273,105169.1091,2019
250 Mill St # 2,Gromart,Essex,U,0,70091.07877,4,4.5,41,71329003,1,-0.569911504,64500,"1 - 1,499",26,67268.47273,799220.5636,2019
588 River St,International Meat Market,Passaic,C+,0,79662.6647,9,4.7,52,44521006,1,0,174500,"1 - 1,499",19,51091.4,506323.1818,2019
64 Hancock,Ishatars Food Mart & Grill,Union,C,0,147425.4471,307,4.3,45,72251117,1,0,59500,"1 - 1,499",22,68219,562057.7636,2019
2300 W County Line Rd,Jackson Service Station,Ocean,B,0,161146.9236,35,4.4,51,44719005,1,0,944750,"1 - 1,499",6,52010.14545,600689.8727,2019
120 W Sylvania Ave,Jazz Convenience,Monmouth,C,0,76248.34021,9,5,55,44512001,1,0,229000,"1,500 - 2,499",8,79548.29091,621279.6364,2019
622 Station Ave,John's Friendly Market,Camden,B+,0,286642.6464,119,4.7,3,44511003,1,0,221571,"2,500 - 4,999",28,54218.50909,505016.4182,2019
153 Newark Pompton Tpke,Kenny's Pit Stop,Morris,C+,0,156291.7271,34,4.8,1,72251117,1,0,63333,"1 - 1,499",6,99047.49091,495913.1091,2019
356 Union Ave,LA Nany Mini Market,Passaic,C,0,79662.6647,990,4.2,42,44512001,1,0,208000,"1,500 - 2,499",17,51091.4,506323.1818,2019
399 Dover Rd,LA Parada Chilanga Mexican,Ocean,U,0,80573.46178,3,4,10,44511003,1,0,259000,"1,500 - 2,499",6,52010.14545,600689.8727,2019
52 Throckmorton St # A,LA Placita,Monmouth,U,0,38124.1701,29,4,86,72251117,1,0,57000,"1 - 1,499",10,79548.29091,621279.6364,2019
190 Mount Arlington Blvd,Landing Market,Morris,B,0,208388.9695,17,3.9,3,44814001,1,2.138339921,198500,"1,500 - 2,499",7,99047.49091,495913.1091,2019
51 Arlington Ave,Leblon Foods Inc,Hudson,C+,0,97177.64201,6,3,47,44511003,1,0,230500,"1,500 - 2,499",20,65296.05455,685991.5091,2019
179 US Highway 46,Little Ferry Gas Corp,Bergen,B,0,270792.3579,46,3.9,17,44719005,1,0,1297800,"1,500 - 2,499",34,85629.45455,942512.0545,2019
160 US Highway 9,Livotis Old World Market,Monmouth,C+,0,114372.5103,556,4.6,45,44511003,1,0,229000,"5,000 - 9,999",11,79548.29091,621279.6364,2019
234 S New Jersey Ave,Main Lake Market,Morris,C+,0,156291.7271,104,4.5,6,44511003,1,0,264333,"1,500 - 2,499",4,99047.49091,495913.1091,2019
50 Park Pl # A,Maize Restaurant,Essex,B,0,455592.012,226,3.9,74,72251117,1,0,59538,"10,000 - 19,999",17,67268.47273,799220.5636,2019
29 S Broadway,Mama Marie's Italian Market,Gloucester,C+,0,83017.30907,92,4.6,7,44511003,1,0,159000,"1 - 1,499",7,54928.12727,292277.1455,2019
74 S 27th St,Medina Supermarket,Camden,C+,0,122846.8484,3,3.7,69,44512001,1,0,221667,"1,500 - 2,499",29,54218.50909,505016.4182,2019
1 Just Rd,Metal Supermarkets,Essex,C,0,70091.07877,50,4.6,23,44511003,1,0,243000,"1,500 - 2,499",7,67268.47273,799220.5636,2019
773 Palisade Ave,Mini Mart,Bergen,C,0,54158.47157,9,3.8,30,44719005,1,0,1298000,"1 - 1,499",56,85629.45455,942512.0545,2019
151 Terrace St,Mini Mart Food Store,Bergen,C+,0,108316.9431,80,4.4,3,44512001,1,0,252500,"1 - 1,499",17,85629.45455,942512.0545,2019
200 N Clinton Ave,Monchy Deli Grocery,Mercer,C+,0,112471.5628,69,4,39,44511003,1,0,234667,"1,500 - 2,499",8,69383.27273,370297.8364,2019
2773 US Highway 9,Monte Alban Latin America Groc,Monmouth,C,0,76248.34021,1,5,30,44511003,1,0,229000,"1 - 1,499",7,79548.29091,621279.6364,2019
675 Batchelor St,Natural Foods General Store,Ocean,B+,0,322293.8471,36,4.5,79,44511007,1,0,258625,"1,500 - 2,499",8,52010.14545,600689.8727,2019
86 Erie St,NCH Minimart,Hudson,C+,0,97177.64201,11,4.8,73,44511003,1,0,230500,"1,500 - 2,499",48,65296.05455,685991.5091,2019
700 Tennent Rd,Netcost,Union,C,0,73712.72353,957,4.4,50,44511003,1,0,240500,"1,500 - 2,499",25,68219,562057.7636,2019
735 Fairfield Ave,Nicola's Pasta Fresca,Union,C,0,73712.72353,3,5,15,44511003,1,0,240500,"1,500 - 2,499",31,68219,562057.7636,2019
500 Woodbury Turnersville Rd,Nik Nak Food Market,Camden,B,0,122846.8484,14,3.6,39,44512001,1,0,221667,"1 - 1,499",19,54218.50909,505016.4182,2019
504 Arnold Ave,Nobles Smoke Shop,Ocean,C+,0,80573.46178,22,3.9,39,45399106,1,0,189500,"1 - 1,499",8,52010.14545,600689.8727,2019
145 Barclay Shopping Ctr,Norma's Eastern Mediterranean,Camden,B+,0,450438.4443,440,4.5,32,72251117,1,0,51727,"5,000 - 9,999",25,54218.50909,505016.4182,2019
421 Central Ave # A,Oaxaca Food Market,Hudson,C,0,97177.64201,14,3.3,110,44511003,1,0,230500,"1,500 - 2,499",49,65296.05455,685991.5091,2019
704 Main St,Pac A Sack,Burlington,B+,0,525206.4897,22,4.3,10,72251117,1,0,53545,"1,500 - 2,499",6,62081.52727,445855.6545,2019
2947 New Brooklyn Erial Rd,Pantry 1 Food Mart,Camden,B,0,163795.7979,5,5,32,44512001,1,0,221500,"1,500 - 2,499",11,54218.50909,505016.4182,2019
597 Park Ave,Park Avenue Meat & Produce Mkt,Monmouth,C+,0,114372.5103,1,5,86,44511003,1,0,229000,"1,500 - 2,499",10,79548.29091,621279.6364,2019
462 S Main St,Paul-Mart,Warren,B,0,100279.1495,117,3.4,46,44511003,1,0,234333,"1 - 1,499",5,55860.87273,105169.1091,2019
234 Parker Ave,People Choice Market,Passaic,C+,0,79662.6647,1,5,77,44511003,1,0,208000,"1,500 - 2,499",29,51091.4,506323.1818,2019
324 Hoboken Ave,Phil-AM Trading,Hudson,C+,0,97177.64201,3,4.3,200,44511003,1,0,230500,"1,500 - 2,499",39,65296.05455,685991.5091,2019
611 Cross Keys Rd # 554,Plaza Azteca Sicklerville,Camden,B+,0,1515111.131,852,4.2,32,72251117,1,0,51730,"20,000 - 39,999",11,54218.50909,505016.4182,2019
52 Main Ave,Pur International Inc,Passaic,C,0,79662.6647,4,4.8,250,52232009,1,0,499000,"1 - 1,499",29,51091.4,506323.1818,2019
147 Ocean Ave,Que Chula Es Puebla,Ocean,C+,0,241720.3853,3,3.7,84,72251117,1,0,52833,"1,500 - 2,499",10,52010.14545,600689.8727,2019
2026 Bergenline Ave,Quick Stop Deli,Hudson,C,1,194355.284,22,4.6,210,72251117,1,-0.529284165,54250,"1,500 - 2,499",55,65296.05455,685991.5091,2019
284 Somerset St,Rey's Mini Market,Middlesex,C,0,81947.3414,10,4.5,93,44511003,1,0,229000,"1,500 - 2,499",20,61266.49091,835785.1818,2019
52 Fadem Rd,SAS Graphic Supply Inc,Union,B+,0,442276.3412,11,4.4,45,45399805,1,0,126250,"10,000 - 19,999",22,68219,562057.7636,2019
41 Middlesex Ave,Shalimar Halal Meat & Grocery,Middlesex,C+,0,122921.0121,121,3.3,37,44511003,1,0,229000,"1,500 - 2,499",21,61266.49091,835785.1818,2019
7500 S Crescent Blvd # A,Shop N Bag,Camden,C+,0,81897.89896,34,3.7,30,44511003,0,0,221500,"1,500 - 2,499",28,54218.50909,505016.4182,2019
109 Johnson Rd,Shop-N-Go,Gloucester,C+,0,83017.30907,1,3,39,44512001,1,0,159000,"1 - 1,499",19,54928.12727,292277.1455,2019
703 Bridge Ave # 707,Shore Fresh Seafood Market,Ocean,C+,0,80573.46178,520,4.5,39,44511003,1,0,259000,"1,500 - 2,499",8,52010.14545,600689.8727,2019
183 New Brunswick Ave,Sinae Fresh Market,Middlesex,C,0,81947.3414,42,4.6,98,44511003,1,0,229000,"1 - 1,499",12,61266.49091,835785.1818,2019
915 County Road 517,Speedymart Food Stores,Warren,B,0.5,100279.1495,5,4.2,37,44512001,1,0.495327103,234333,"2,500 - 4,999",4,55860.87273,105169.1091,2019
1024 Clinton Ave,Sticky's West Indian-Amer,Essex,C,0,35045.53939,269,4.5,220,72251117,1,0,60000,"1 - 1,499",26,67268.47273,799220.5636,2019
276 Lafayette Pl,Stop-N-Go,Bergen,B,0,162475.4147,8,4.6,39,44512001,1,0,252667,"1,500 - 2,499",22,85629.45455,942512.0545,2019
1549 US Highway 46,Subzi Mandi,Morris,B+,0,364680.6967,112,3.5,60,44511003,0,0,264286,"1,500 - 2,499",13,99047.49091,495913.1091,2019
821 Clinton Ave,Sunny's Supermarket,Essex,A,0,245318.7757,1,5,95,54161401,1,0,123714,"2,500 - 4,999",20,67268.47273,799220.5636,2019
1600 Main St,Sunrise Food Market,Monmouth,B+,0,190620.8505,9,4,35,44511003,1,0,229000,"1,500 - 2,499",12,79548.29091,621279.6364,2019
163 Washington Valley Rd # 103,Sunrise Food Trading Inc,Somerset,U,0,99689.01995,2,5,14,44511003,1,0,229500,"1,500 - 2,499",7,104293.2182,333893.1455,2019
253 Main St,Sunrise Oriental Products,Bergen,C+,0,108316.9431,26,3.8,79,44511003,1,0,252500,"1 - 1,499",23,85629.45455,942512.0545,2019
